TSA_NUMERO,LAM_STATION_ID,TSA_NIMI,NIMI_FI,NIMI_SE,NIMI_EN,TIE,TIEOSA,ETAISYYS,TSA_PAIKKA_Y,TSA_PAIKKA_X,TSA_KORKEUS,MAAKUNNAN_NIMI,LEVEYS_ASTE,LEVEYS_MINUUTTI,LEVEYS_SEKUNTI,PITUUS_ASTE,PITUUS_MINUUTTI,PITUUS_SEKUNTI
23559,559,L_vt6_Myllymäki,Tie 6 Myllymäki,Väg 6 Myllymäki,Road 6 Myllymäki,6,301,1248,6770999,3564962,0,Etelä-Karjala,61,2,"34,5",28,11,"56,9"
23560,560,L_vt6_Karhuvuori,Tie 6 Karhuvuori,Väg 6 Karhuvuori,Road 6 Karhuvuori,6,302,1989,6771980,3567477,0,Etelä-Karjala,61,3,"4,6",28,14,"45,6"
23561,561,L_vt6_Hartikkala,Tie 6 Hartikkala,Väg 6 Hartikkala,Road 6 Hartikkala,6,302,4277,6773200,3569426,0,Etelä-Karjala,61,3,"42,8",28,16,"57,1"
23562,562,L_vt6_Mälkiä,Tie 6 Mälkiä,Väg 6 Mälkiä,Road 6 Mälkiä,6,303,1081,6774334,3570888,0,Etelä-Karjala,61,4,"18,5",28,18,36
23534,534,L_vt6_Muukko,Tie 6 Muukko,Väg 6 Muukko,Road 6 Muukko,6,304,3636,6777754,3575948,0,Etelä-Karjala,61,6,"5,6",28,24,"18,2"
23563,563,L_vt6_Joutseno,Tie 6 Joutseno,Väg 6 Joutseno,Road 6 Joutseno,6,305,2500,6779982,3580767,0,Etelä-Karjala,61,7,"14,1",28,29,"43,2"
23564,564,L_vt6_Vesivalo,Tie 6 Vesivalo,Väg 6 Vesivalo,Road 6 Vesivalo,6,307,3915,6785277,3590545,0,Etelä-Karjala,61,9,"57,4",28,40,45
23531,531,L_vt6_Vuoksenniska,Tie 6 Vuoksenniska,Väg 6 Vuoksenniska,Road 6 Vuoksenniska,6,311,1070,6793463,3600642,0,Etelä-Karjala,61,14,"12,9",28,52,"15,7"
23524,524,L_vt6_Rautjärvi,Tie 6 Rautjärvi,Väg 6 Rautjärvi,Road 6 Rautjärvi,6,318,2733,6812671,3623429,0,Etelä-Karjala,61,24,"9,5",29,18,"27,5"
23533,533,L_vt13_Karhusjärvi,Tie 13 Karhusjärvi,Väg 13 Karhusjärvi,Road 13 Karhusjärvi,13,240,391,6770506,3573957,0,Etelä-Karjala,61,2,"12,9",28,21,"55,3"
23547,547,L_vt13_Nuijamaa_MP5,Tie 13 Nuijamaa,Väg 13 Nuijamaa,Road 13 Nuijamaa,13,241,3443,6764025,3580954,0,Etelä-Karjala,60,58,"38,6",28,29,"31,4"
23582,582,L_vt13_Nuijamaa,Tie 13 Nuijamaa,Väg 13 Nuijamaa,Road 13 Nuijamaa,13,241,5078,6761483,3583369,0,Etelä-Karjala,60,57,"14,7",28,32,"7,9"
23597,597,L_vt13_Nuijamaa_rask,"Tie 13 Nuijamaa, raskaat",Väg 13 Nuijamaa,Road 13 Nuijamaa,13,241,5705,6761483,3583369,0,Etelä-Karjala,60,57,"14,7",28,32,"7,9"
23528,528,L_kt62_Ruokolahti,Tie 62 Ruokolahti,Väg 62 Ruokolax,Road 62 Ruokolahti,62,20,2843,6808608,3588566,0,Etelä-Karjala,61,22,"32,5",28,39,"12,2"
23535,535,L_kt62_Imatra_raja1,Tie 62 Imatra raja 1,Väg 62 Imatra gränsen 1,Road 62 Imatra border 1,62,25,3997,6782061,3598161,0,Etelä-Karjala,61,8,7,28,49,"8,2"
23532,532,L_kt62_Imatra_raja2,Tie 62 Imatra raja 2,Väg 62 Imatra gränsen 2,Road 62 Imatra border 2,62,27,71,6781258,3599040,0,Etelä-Karjala,61,7,"40,3",28,50,"5,4"
23593,593,L_st387_Ylämaa,Tie 387 Ylämaa,Väg 387 Ylämaa,Road 387 Ylämaa,387,7,3343,6739938,3554252,0,Etelä-Karjala,60,45,"56,9",27,59,"32,1"
23630,630,L_vt5_Kuortti,"Tie 5 Pertunmaa, Kuortti","Väg 5 Pertunmaa, Kuortti","Road 5 Pertunmaa, Kuortti",5,116,6696,6810793,3467131,0,Etelä-Savo,61,24,"14,2",26,22,"53,4"
23602,602,L_vt5_Toivola,Tie 5 Mäntyharju,Väg 5 Mäntyharju,Road 5 Mäntyharju,5,120,79,6818210,3486098,0,Etelä-Savo,61,28,"17,9",26,44,"9,6"
23627,627,L_vt5_Nuutilanmäki,"Tie 5 Juva, Nuutilanmäki","Väg 5 Jockas, Nuutilanmäki","Road 5 Juva, Nuutilanmäki",5,133,6185,6854502,3531763,0,Etelä-Savo,61,47,"46,5",27,35,"56,2"
23603,603,L_vt5_Joroinen,Tie 5 Joroinen,Väg 5 Jorois,Road 5 Joroinen,5,142,483,6892744,3543873,0,Etelä-Savo,62,8,"17,4",27,50,"16,3"
23631,631,L_vt5_Kuvansi_uusi,Tie 5 Kuvansi,Väg 5 Kuvansi,Road 5 Kuvansi,5,145,1883,6908188,3545093,0,Etelä-Savo,62,16,"35,7",27,51,"54,7"
23622,622,L_vt13_Kangasniemi,Tie 13 Kangasniemi,Väg 13 Kangasniemi,Road 13 Kangasniemi,13,206,480,6887788,3474045,0,Etelä-Savo,62,5,"43,2",26,29,"59,4"
23604,604,L_vt13_Ristiina,Tie 13 Ristiina,Väg 13 Kristina,Road 13 Ristiina,13,223,2830,6827660,3513696,0,Etelä-Savo,61,33,"23,3",27,15,16
23526,526,L_vt13_Suomenniemi,Tie 13 Suomenniemi,Väg 13 Suomenniemi,Road 13 Suomenniemi,13,230,3106,6801226,3520769,0,Etelä-Savo,61,19,"8,2",27,23,"4,4"
23605,605,L_vt14_Juva1,Tie 14 Juva,Väg 14 Jockas,Road 14 Juva,14,1,1203,6866015,3543347,0,Etelä-Savo,61,53,"54,3",27,49,"16,6"
23632,632,L_vt14_Hevonpäänniemi,"Tie 14 Savonlinna, Hevonpäänniemi","Väg 13 Nyslott, Hevonpäänniemi","Road 14 Savonlinna, Hevonpäänniemi",14,14,1866,6862146,3597479,0,Etelä-Savo,61,51,"13,5",28,50,"54,3"
23606,606,L_vt14_Savonlinna,Tie 14 Savonlinna,Väg 14Nyslott,Road 14 Savonlinna,14,16,1750,6864448,3602736,0,Etelä-Savo,61,52,"22,8",28,56,"58,2"
23629,629,L_vt23_Siikamäki,"Tie 23 Pieksämäki, Siikamä","Väg 23 Pieksämäki, Siikamäki","Road 23 Pieksämäki, Siikamäki",23,314,2634,6909476,3520861,0,Etelä-Savo,62,17,25,27,23,"55,2"
23607,607,L_kt72_Virtasalmi,Tie 72 Virtasalmi,Väg 72 Virtasalmi,Road 72 Virtasalmi,72,13,1100,6891011,3513083,0,Etelä-Savo,62,7,"29,8",27,14,"50,8"
23801,801,L_vt5_Leppävirta,Tie 5 Leppävirta,Väg 5 Leppävirta,Road 5 Leppävirta,5,151,5000,6935156,3535305,0,Pohjois-Savo,62,31,"10,5",27,40,"55,8"
23825,825,L_vt5_Hiltulanlahti,Tie 5 Hiltulanlahti,Väg 5 Hiltulanlahti,Road 5 Hiltulanlahti,5,158,1170,6967474,3530638,0,Pohjois-Savo,62,48,"35,8",27,35,"50,5"
23832,832,L_vt5_Levänen,Tie 5 Levänen,Väg 5 Levänen,Road 5 Levänen,5,159,3490,6974162,3531704,98,Pohjois-Savo,62,52,"11,5",27,37,"10,3"
23828,828,L_vt5_Rahusenlampi,Tie 5 Rahusenlampi,Väg 5 Rahusenlampi,Road 5 Rahusenlampi,5,201,2150,6979519,3534141,0,Pohjois-Savo,62,55,"3,7",27,40,"6,6"
23803,803,L_vt5_Siilinjärvi,Tie 5 Siilinjärvi,Väg 5 Siilinjärvi,Road 5 Siilinjärvi,5,206,3500,7000273,3532866,0,Pohjois-Savo,63,6,"14,4",27,38,"51,1"
23826,826,L_vt5_Iisalmi,Tie 5 Iisalmi,Väg 5 Idensalmi,Road 5 Iisalmi,5,217,4750,7051401,3512541,0,Pohjois-Savo,63,33,"50,2",27,14,"56,1"
23821,821,L_vt9_Suonenjoki,Tie 9 Suonenjoki,Väg 9 Suonenjoki,Road 9 Suonenjoki,9,323,4500,6952578,3521477,0,Pohjois-Savo,62,40,37,27,24,"57,1"
23827,827,L_vt9_Jännevirta,Tie 17 Jännevirta,Väg 17 Jännevirta,Road 17 Jännevirta,9,329,3786,6983226,3544965,0,Pohjois-Savo,62,56,"59,2",27,52,"56,9"
23804,804,L_vt9_Tuusniemi,Tie 9 Tuusniemi,Väg 9 Tuusniemi,Road 9 Tuusniemi,9,333,5100,6974745,3567977,0,Pohjois-Savo,62,52,"12,5",28,19,"56,1"
23807,807,L_vt27_Kiuruvesi,Tie 27 Kiuruvesi,"Väg 27 Idensalmi, Kiuruvesi",Road 27 Kiuruvesi,27,21,1757,7063713,3472289,0,Pohjois-Savo,63,40,"24,6",26,26,"12,2"
23833,833,L_kt75_Pajukoski,Tie 75 Pajukoski,Väg 75 Pajukoski,Road 75 Pajukoski,75,3,2610,7003815,3541797,0,Pohjois-Savo,63,8,"5,5",27,49,31
23824,824,L_kt75_Nilsiä,Tie 75 Nilsiä,Väg 75 Nilsiä,Road 75 Nilsiä,75,6,3000,7006285,3553885,0,Pohjois-Savo,63,9,"19,5",28,3,"56,5"
23805,805,L_kt75_Rautavaara,Tie 75 Rautavaara,Väg 75 Rautavaara,Road 75 Rautavaara,75,13,6500,7030621,3578760,0,Pohjois-Savo,63,22,"8,7",28,34,"15,1"
23806,806,L_kt77_Pielavesi,Tie 77 Pielavesi,Väg 77 Pielavesi,Road 77 Pielavesi,77,24,2183,7010232,3485789,0,Pohjois-Savo,63,11,"40,3",26,42,"51,4"
23822,822,L_kt88_Vieremä,Tie 88 Vieremä,Väg 88 Vieremä,Road 88 Vieremä,88,28,6760,7072217,3498927,0,Pohjois-Savo,63,45,"3,2",26,58,"29,2"
23732,732,L_vt6_Kousa,"Tie 6 Kesälahti, Kousa","Väg 6 Kesälax, Kousa","Road 6 Kesälahti, Kousa",6,334,6447,6877507,3650833,0,Pohjois-Karjala,61,58,"26,6",29,52,"24,8"
23731,731,L_vt6_Reijola,Tie 6 Reijola,Väg 6 Reijola,Road 6 Reijola,6,348,1096,6939495,3647498,0,Pohjois-Karjala,62,31,"51,2",29,51,"44,1"
23733,733,L_vt6_Joensuu2,Tie 6 Joensuu,Väg 6 Åminne,Road 6 Joensuu,6,350,2080,6948594,3642910,0,Pohjois-Karjala,62,36,"51,2",29,46,"51,1"
23727,727,L_vt6_Kontiolahti2,Tie 6 Kontiolahti,Väg 6 Kontiolax,Road 6 Kontiolahti,6,401,5210,6953705,3642978,0,Pohjois-Karjala,62,39,36,29,47,"11,3"
23725,725,L_vt6_Juuka2,Tie 6 Juuka 2,Väg 6 Juga 2,Road 6 Juuka 2,6,414,5400,7022419,3611604,0,Pohjois-Karjala,63,17,"12,6",29,13,"16,3"
23701,701,L_vt9_Viinijärvi,Tie 9 Viinijärvi,Väg 9 Viinijärvi,Road 9 Viinijärvi,9,345,140,6955045,3607950,0,Pohjois-Karjala,62,41,"2,1",29,6,"16,2"
23726,726,L_vt9_Ylämylly,"Tie 9 Liperi, Ylämylly","Väg 9 Liperi, Ylämylly","Road 9 Liperi, Ylämylly",9,351,2175,6949426,3632687,0,Pohjois-Karjala,62,37,"31,8",29,34,"57,3"
23730,730,L_vt9_Noljakka,Tie 9 Noljakka,Väg 9 Noljakka,Road 9 Noljakka,9,353,808,6949606,3639320,86,Pohjois-Karjala,62,37,"28,8",29,42,"42,6"
23729,729,L_vt9_Kaurila,"Tie 70 Tohmajärvi, Kaurila","Väg 70 Tohmajärvi, Kaurila","Road 70 Tohmajärvi, Kaurila",9,360,4645,6901747,3684206,0,Pohjois-Karjala,62,10,"35,2",30,32,"2,2"
23724,724,L_vt9_Niirala,Tie 9 Niirala,Väg 9 Niirala,Road 9 Niirala,9,361,4290,6900900,3689342,0,Pohjois-Karjala,62,9,"58,7",30,37,"53,1"
23723,723,L_vt23_Liperi,Tie 23 Liperi,Väg 23 Libelits,Road 23 Liperi,23,417,1290,6946681,3616009,0,Pohjois-Karjala,62,36,"23,4",29,15,"21,6"
23704,704,L_kt71_Kesälahti,Tie 71 Kesälahti,Väg 71 Kesälax,Road 71 Kesälahti,71,8,4550,6885577,3636582,0,Pohjois-Karjala,62,3,"6,4",29,36,"29,8"
23705,705,L_kt73_Lieksa,Tie 73 Lieksa,Väg 73 Lieksa,Road 73 Lieksa,73,18,300,7026098,3652952,0,Pohjois-Karjala,63,18,"16,5",30,2,"51,6"
23928,928,L_vt4_Joutsa,Tie 4 Joutsa,Väg 4 Joutsa,Road 4 Joutsa,4,222,4252,6854984,3452442,0,Keski-Suomi,61,47,56,26,5,"42,2"
23935,935,L_vt4_Toivakka2,Tie 4 Toivakka,Väg 4 Toivakka,Road 4 Toivakka,4,229,0,6889335,3446854,0,Keski-Suomi,62,6,"22,8",25,58,44
23929,929,L_vt4_Hupeli,Tie 4 Hupeli,Väg 4 Hupeli,Road 4 Hupeli,4,232,526,6903660,3442578,0,Keski-Suomi,62,14,"3,2",25,53,"32,4"
23923,923,L_vt4_Jyväskylä,Tie 4 Jyväskylä,Väg 4 Jyväskylä,Road 4 Jyväskylä,4,233,4845,6904748,3437052,0,Keski-Suomi,62,14,"35,2",25,47,"8,4"
23933,933,L_vt4_Palokka,Tie 4 Palokka,Väg 4 Palokka,Road 4 Palokka,4,301,4620,6908741,3434144,0,Keski-Suomi,62,16,"42,3",25,43,"41,6"
23901,901,L_vt4_Tikkakoski,Tie 4 Tikkakoski,Väg 4 Tikkakoski,Road 4 Tikkakoski,4,303,3210,6918924,3433129,0,Keski-Suomi,62,22,"10,5",25,42,"17,1"
23902,902,L_vt4_Äänekoski,Tie 4 Äänekoski,Väg 4 Äänekoski,Road 4 Äänekoski,4,310,1450,6950954,3434916,0,Keski-Suomi,62,39,"25,9",25,43,"37,5"
23932,932,L_vt4_Hännilänsalmi,Tie 4 Hännilänsalmi,Väg 4 Hännilänsalmi,Road 4 Hännilänsalmi,4,318,150,6993806,3440310,0,Keski-Suomi,63,2,33,25,49,"0,8"
23925,925,L_vt4_Viitasaari,Tie 4 Viitasaari,Väg 4 Viitasaari,Road 4 Viitasaari,4,323,659,7014174,3433260,0,Keski-Suomi,63,13,"26,2",25,40,"9,4"
23930,930,L_vt9_Jämsä,Tie 9 Jämsä,Väg 9 Jämsä,Road 9 Jämsä,9,220,870,6861528,3403256,0,Keski-Suomi,61,50,"53,8",25,9,"33,9"
23927,927,L_vt9_Korpilahti,Tie 9 Korpilahti,Väg 9 Korpilax,Road 9 Korpilahti,9,228,955,6875524,3416224,0,Keski-Suomi,61,58,"36,8",25,23,"56,5"
23922,922,L_vt9_Muurame,Tie 9 Muurame,Väg 9 Muurame,Road 9 Muurame,9,232,4133,6887125,3427670,0,Keski-Suomi,62,5,0,25,36,45
23903,903,L_vt9_Lievestuore,"Tie 9 Laukaa, Lievestuore","Väg 9 Laukas, Lievestuore","Road 9 Laukaa, Lievestuore",9,305,3273,6905060,3456413,0,Keski-Suomi,62,14,"55,2",26,9,"28,9"
23904,904,L_vt13_Saarijärvi,Tie 13 Saarijärvi,Väg 13 Saarijärvi,Road 13 Saarijärvi,13,131,2211,6967183,3401399,0,Keski-Suomi,62,47,43,25,3,"50,8"
23931,931,L_vt18_Petäjävesi,Tie 18 Petäjävesi,Väg 18 Petäjävesi,Road 18 Petäjävesi,18,47,2950,6908373,3416805,0,Keski-Suomi,62,16,18,25,23,"40,5"
23905,905,L_vt23_Keuruu1,Tie 23 Keuruu,Väg 23 Keuru,Road 23 Keuruu,23,217,4363,6906780,3373520,0,Keski-Suomi,62,14,"42,9",24,33,"46,5"
23921,921,L_vt24_Kuhmoinen,Tie 24 Kuhmoinen,Väg 24 Kuhmoinen,Road 24 Kuhmoinen,24,13,3194,6821328,3401314,0,Keski-Suomi,61,29,"14,1",25,8,"39,5"
23934,934,L_st637_Tiituspohja,Tie 637 Tiituspohja,Väg 637 Tiituspohja,Road 637 Tiituspohja,637,2,1015,6911169,3439038,0,Keski-Suomi,62,18,"3,7",25,49,"17,8"
24021,1021,L_vt3_Koskue,Tie 3 Koskue,Väg 3 Koskue,Road 3 Koskue,3,224,4016,6927882,3282670,0,Etelä-Pohjanmaa,62,23,"32,8",22,47,"33,9"
24047,1047,L_vt3_Kurikka_Tuiskula,Tie 3 Kurikka,Väg 3 Kurikka,Road 3 Kurikka,3,234,1760,6953800,3265888,0,Etelä-Pohjanmaa,62,36,"50,7",22,26,"2,1"
24058,1058,L_vt16_Ylistaro,Tie 16 Ylistaro,Väg 16 Ylistaro,Road 16 Ylistaro,16,7,3480,6991901,3274373,0,Etelä-Pohjanmaa,62,57,"36,7",22,32,"50,8"
24027,1027,L_vt16_Alajärvi,Tie 16 Alajärvi,Väg 16 Alajärvi,Road 16 Alajärvi,16,20,1345,6994847,3332013,0,Etelä-Pohjanmaa,63,1,"4,1",23,40,"42,2"
24032,1032,L_vt18_Nurmo_Munakka,"Tie 18 Nurmo, Munakka","Väg 18 Nurmo, Munakka","Road 18 Nurmo, Munakka",18,9,5264,6978921,3285440,0,Etelä-Pohjanmaa,62,51,"2,7",22,46,"54,1"
24061,1061,L_vt18_Seinäjöki_Pajuneva,"Tie 18 Seinäjoki, Pajuneva","Väg 18 Seinäjoki, Pajuneva","Road 18 Seinäjoki, Pajuneva",18,10,4645,6974223,3288717,0,Etelä-Pohjanmaa,62,48,"38,2",22,51,"6,5"
24037,1037,L_vt18_Nurmo_Uittoo,Tie 18 Nurmo,Väg 18 Nurmo,Road 18 Nurmo,18,13,615,6969506,3296491,0,Etelä-Pohjanmaa,62,46,"22,1",23,0,"34,5"
24056,1056,L_vt18_Alavus_Kuivaskylä,Tie 18 Alavus,Väg 18 Alavo,Road 18 Alavus,18,18,3464,6945137,3318646,0,Etelä-Pohjanmaa,62,33,"58,4",23,28,"7,4"
24033,1033,L_vt18_Alavus_Tuuri,Tie 18 Alavus,Väg 18 Alavo,Road 18 Alavus,18,20,4096,6947619,3330185,0,Etelä-Pohjanmaa,62,35,"38,2",23,41,"24,9"
24062,1062,L_vt18_Töysä_Jokikylä,"Tie 18 Töysä, Jokikylä","Väg 18 Töysä, Jokikylä","Road 18 Töysä, Jokikylä",18,21,1542,6949606,3334051,0,Etelä-Pohjanmaa,62,36,"48,6",23,45,"48,4"
24005,1005,L_vt19_Luopajärvi,Tie 19 Luopajärvi,Väg 19 Luopajärvi,Road 19 Luopajärvi,19,2,4824,6949578,3281894,0,Etelä-Pohjanmaa,62,35,10,22,45,"0,8"
24034,1034,L_vt19_Seinäjoki,Tie 19 Seinäjoki,Väg 19 Seinäjoki,Road 19 Seinäjoki,19,6,902,6972825,3288215,0,Etelä-Pohjanmaa,62,47,"52,1",22,50,"37,5"
24059,1059,L_vt19_Nurmo,Tie 19 Nurmo,Väg 19 Nurmo,Road 19 Nurmo,19,8,602,6975797,3292594,0,Etelä-Pohjanmaa,62,49,"36,9",22,55,"32,5"
24007,1007,L_vt19_Lapua,Tie 19 Lapua,Väg 19 Lappo,Road 19 Lapua,19,11,4146,6987966,3299139,0,Etelä-Pohjanmaa,62,56,"22,2",23,2,"20,8"
24049,1049,L_vt19_Lapua_Voitilanjärvi,Tie 19 Lapua,Väg 19 Lappo,Road 19 Lapua,19,14,3943,6993901,3300417,0,Etelä-Pohjanmaa,62,59,36,23,3,"25,4"
24031,1031,L_vt19_Alahärmä_Voltti,"Tie 19 Alahärmä, Voltti","Väg 19 Alahärmä, Voltti","Road 19 Alahärmä, Voltti",19,21,676,7027657,3289540,0,Etelä-Pohjanmaa,63,17,"21,2",22,47,"58,2"
24054,1054,L_kt44_Kauhajoki,Tie 44 Kauhajoki,Väg 44 Kauhajoki,Road 44 Kauhajoki,44,29,3429,6931704,3252634,0,Etelä-Pohjanmaa,62,24,"28,4",22,12,"30,8"
24035,1035,L_kt63_Kauhava,Tie 63 Kauhava,Väg 63 Kauhava,Road 63 Kauhava,63,2,1950,7008433,3301838,0,Etelä-Pohjanmaa,63,7,27,23,4,3
24024,1024,L_kt66_Alavus_Sampsalampi,Tie 66 Alavus,Väg 66 Alavo,Road 66 Alavus,66,19,4217,6930222,3325854,0,Etelä-Pohjanmaa,62,26,10,23,37,"25,6"
24060,1060,L_kt66_Alavus_Pohjoinen,"Tie 66 Alavus, pohjoinen","Väg 66 Alavus, nord","Road 66 Alavus, north",66,25,2656,6952513,3324564,0,Etelä-Pohjanmaa,62,38,"6,5",23,34,"33,5"
24044,1044,L_kt66_Kuortane,Tie 66 Kuortane,Väg 66 Kuortane,Road 66 Kuortane,66,30,1502,6971608,3322558,0,Etelä-Pohjanmaa,62,48,"18,7",23,31,"0,7"
24046,1046,L_kt67_Teuva,Tie 67 Teuva,Väg 67 Östermark,Road 67 Teuva,67,7,3516,6941055,3226890,0,Etelä-Pohjanmaa,62,28,"24,4",21,41,"52,2"
24042,1042,L_kt67_Kauhajoki_P,"Tie 67 Kauhajoki, pohjoine","Väg 67 Kauhajoki, pohjoinen","Road 67 Kauhajoki, north",67,14,5158,6939879,3256506,0,Etelä-Pohjanmaa,62,29,"0,7",22,16,"17,9"
24006,1006,L_kt67_Ilmajoki,Tie 67 Ilmajoki,Väg 67 Ilmola,Road 67 Ilmajoki,67,21,1753,6967293,3277093,0,Etelä-Pohjanmaa,62,44,"30,2",22,38,"1,5"
24039,1039,L_kt68_Ähtäri,Tie 68 Ähtäri,Väg 68 Etseri,Road 68 Ähtäri,68,7,542,6940473,3347973,0,Etelä-Pohjanmaa,62,32,"15,6",24,2,"32,6"
24055,1055,L_kt68_Lehtimäki,Tie 68 Lehtimäki,Väg 68 Lehtimäki,Road 68 Lehtimäki,68,15,2135,6967939,3343914,0,Etelä-Pohjanmaa,62,46,"55,4",23,56,"17,9"
24028,1028,L_kt68_Evijärvi,Tie 68 Evijärvi,Väg 68 Evijärvi,Road 68 Evijärvi,68,27,5360,7030321,3325677,0,Etelä-Pohjanmaa,63,19,"56,9",23,30,"55,8"
24043,1043,L_yt17367_Kurikka_Panttil,"Tie 17367 Kurikka, Panttil","Väg 17367 Kurikka, Panttila","Road 17367 Kurikka, Panttila",17367,1,2650,6959948,3263314,0,Etelä-Pohjanmaa,62,40,"2,7",22,22,"31,3"
24001,1001,L_vt3_Huissi,Tie 3 Huissi,Väg 3 Huissi,Road 3 Huissi,3,239,6476,6974000,3259400,0,Pohjanmaa,62,47,"25,9",22,16,"45,1"
24051,1051,L_vt3_Laihia_Perälä,"Tie 3 Laihia, Perälä","Väg 3 Laihela, Perälä","Road 3 Laihia, Perälä",3,244,2250,6990347,3248868,0,Pohjanmaa,62,55,"46,5",22,2,"56,4"
24002,1002,L_vt3_Hälsingby,Tie 3 Hälsingby,Väg 3 Hälsingby,Road 3 Hälsingby,3,248,5183,7001388,3237435,0,Pohjanmaa,63,1,"12,6",21,48,"26,3"
24030,1030,L_vt3_Vaasa_Mt,Tie 3 Vaasa,Väg 3 Vasa,Road 3 Vaasa,3,250,4648,7006459,3232548,0,Pohjanmaa,63,3,"42,9",21,42,"10,6"
24050,1050,L_vt8_Kristiinankaupunki,Tie 8 Kristiinankaupunki,Väg 8 Kristinestad,Road 8 Kristiinankaupunki,8,213,5065,6893775,3214418,0,Pohjanmaa,62,2,"30,5",21,32,"3,9"
24022,1022,L_vt8_Närpiö,Tie 8 Närpiö,Väg 8 Närpes,Road 8 Närpiö,8,223,775,6938798,3212484,0,Pohjanmaa,62,26,"32,7",21,25,"25,1"
24045,1045,L_vt8_Mustasaari_Riimal,"Tie 8 Mustasaari, Riimala","Väg 8 Korsholm, Riimala","Road 8 Mustasaari, Riimala",8,237,4418,6994011,3234562,0,Pohjanmaa,62,57,"7,8",21,45,"45,5"
24057,1057,L_vt8_Vaasa_Yhdystie,"Tie 8 Vaasa, Yhdystie","Väg 8 Vasa, Yhdystie","Road 8 Vaasa, Yhdystie",8,239,1850,7009387,3231175,0,Pohjanmaa,63,5,"13,4",21,40,"16,1"
24003,1003,L_vt8_Koivulahti,"Tie 8 Mustasaari, Koivulah","Väg 8 Korsholm, Kvevlax","Road 8 Mustasaari, Koivulahti",8,303,4434,7015141,3237293,0,Pohjanmaa,63,8,"34,6",21,46,"56,9"
24063,1063,L_vt8_Kaitsor_Vöyri-Maksamaa,"Tie 8 Kaitsor, Vöyri-Maksamaa","Väg 8 Kaitsor, Vöyri-Maksamaa","Road 8 Kaitsor, Vöyri-Maksamaa",8,311,799,7025805,3263362,0,Pohjanmaa,63,15,"22,8",22,16,"55,7"
